DEVICE KERNEL DURATION [ns],NUM_TILES,INPUT_0_DATATYPE,INPUT_0_MEMORY,OUTPUT_0_MEMORY
89962,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
89397,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
89689,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
89440,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
89831,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
89703,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
122652,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
122670,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
123403,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
121496,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
123447,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
122899,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
122831,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
122525,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
123558,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
121733,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
138038,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
137702,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
138832,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
138358,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
137613,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
138551,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
138856,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
138111,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
138277,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
137947,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
